שם תוכנית,יום שידור,תאריך שידור,שעת התחלה,שעת סיום,משך תוכנית,רייטינג,reception_pct,רייטינג מותאם,נתח,צופים 4+,חשיפה 4+,משך צפייה,כאן 11,קשת 12,רשת 13,עכשיו 14,is_rerun,סטטוס תוכנית,שם תוכנית_מקור,שעת התחלה_שעה,חלקי-יום,משך תוכנית_דק,משך צפייה_דק,ממוצע מתחרים,יתרון מול מתחרים,HUT proxy,תג_עונה,תג_חג,תג_ביטחוני,אירוע_מיוחד,יום_חג,יום_ביטחוני,שבת
מדד גלבוע ש.ח,חמישי,2025-11-13,04:58:12,06:00:00,01:01:48,0,0.786363636,0,0,0,0,00:00:00,0.14,0.98,0.33,0.75,TRUE,שידור חוזר,מדד גלבוע,4,6. לילה מאוחר 02–05,61.8,0,0.55,-0.55,2.2,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,06:00:00,06:10:00,00:10:00,0,0.786363636,0,0,0,0,00:00:00,0.15,2.11,0.58,1.7,FALSE,שידור חי,חדר החדשות איי 24,6,1. בוקר 06–09,10,0,1.135,-1.135,4.54,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
המועדון העסקי לקט,חמישי,2025-11-13,06:10:00,07:00:00,00:50:00,0,0.786363636,0,0,0,0,00:00:00,0.17,3.14,1.52,2.13,TRUE,לקט,המועדון העסקי לקט,6,1. בוקר 06–09,50,0,1.74,-1.74,6.96,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,07:00:00,07:27:00,00:27:00,0.13,0.786363636,0.165317919,0.84,3.3,8.5,00:10:25,0.31,4.05,1.67,2.37,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,27,10.41666667,2.1,-1.97,8.53,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-11-13,07:30:00,07:57:00,00:27:00,0.05,0.786363636,0.063583815,0.32,1.6,5.5,00:08:02,0.35,3.82,2.41,1.76,TRUE,שידור חוזר,חדר החדשות איי 24,7,1. בוקר 06–09,27,8.033333333,2.085,-2.035,8.39,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,08:00:00,08:26:00,00:26:00,0.18,0.786363636,0.228901734,1.16,2.3,2.4,00:25:00,0.44,3.82,2.6,1.67,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,26,25,2.1325,-1.9525,8.71,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-11-13,08:30:00,08:56:00,00:26:00,0.37,0.786363636,0.470520231,2.39,6.6,9.7,00:17:38,0.23,3.92,2.11,1.71,TRUE,שידור חוזר,חדר החדשות איי 24,8,1. בוקר 06–09,26,17.63333333,1.9925,-1.6225,8.34,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,09:00:00,09:27:00,00:27:00,0.4,0.786363636,0.50867052,2.55,8.2,9.2,00:24:08,0.3,4.29,2.09,1.85,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,27,24.13333333,2.1325,-1.7325,8.93,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-11-13,09:30:00,09:57:00,00:27:00,0.37,0.786363636,0.470520231,2.31,5.7,9.7,00:15:56,0.23,4.1,1.71,1.98,TRUE,שידור חוזר,חדר החדשות איי 24,9,1. בוקר 06–09,27,15.93333333,2.005,-1.635,8.39,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,10:00:00,10:27:01,00:27:01,0.42,0.786363636,0.534104046,2.51,5.4,5.4,00:27:00,0.24,3.23,1.78,2.03,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,27.01666667,27,1.82,-1.4,7.7,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-11-13,10:30:00,10:57:00,00:27:00,0.22,0.786363636,0.279768786,1.27,3.1,5.6,00:15:13,0.32,2.99,2.07,1.72,TRUE,שידור חוזר,חדר החדשות איי 24,10,2. צהריים 10–13,27,15.21666667,1.775,-1.555,7.32,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,11:00:00,11:27:00,00:27:00,0.59,0.786363636,0.750289017,3.16,9.2,11.9,00:20:52,0.52,3.07,1.76,1.19,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,27,20.86666667,1.635,-1.045,7.13,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-11-13,11:30:00,11:57:00,00:27:00,0.44,0.786363636,0.559537572,2.42,8.4,17.6,00:12:52,0.46,2.83,1.4,1.32,TRUE,שידור חוזר,חדר החדשות איי 24,11,2. צהריים 10–13,27,12.86666667,1.5025,-1.0625,6.45,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-11-13,12:00:00,12:27:00,00:27:00,0.26,0.786363636,0.330635838,1.34,5.7,14.5,00:10:36,0.31,3.26,1.04,1.36,FALSE,שידור חי,חדר החדשות איי 24,12,2. צהריים 10–13,27,10.6,1.4925,-1.2325,6.23,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-11-13,12:30:00,12:57:00,00:27:00,0.12,0.786363636,0.152601156,0.62,3.4,4.8,00:19:03,0.58,3.28,1.1,1.47,TRUE,שידור חוזר,חדר החדשות איי 24,12,2. צהריים 10–13,27,19.05,1.6075,-1.4875,6.55,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מהדורת הצהריים,חמישי,2025-11-13,13:00:00,14:59:44,01:59:44,0.12,0.786363636,0.152601156,0.5,2.6,27.7,00:11:08,0.65,3.65,1.17,2.16,FALSE,שידור חי,מהדורת הצהריים,13,2. צהריים 10–13,119.7333333,11.13333333,1.9075,-1.7875,7.75,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מהדורת 15,חמישי,2025-11-13,14:59:44,16:50:27,01:50:43,0.35,0.786363636,0.445086705,1.12,6.2,31.9,00:21:29,0.6,5.1,1.96,2.34,FALSE,שידור חי,מהדורת 15,14,"3. אחה""צ 14–17",110.7166667,21.48333333,2.5,-2.15,10.35,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מהדורת חמש איי 24,חמישי,2025-11-13,16:50:27,17:53:17,01:02:50,0.49,0.786363636,0.623121387,1.22,9.2,26.8,00:21:29,1.41,6.82,3.2,4.13,FALSE,שידור חי,מהדורת חמש איי 24,16,"3. אחה""צ 14–17",62.83333333,21.48333333,3.89,-3.4,16.05,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע,חמישי,2025-11-13,17:54:25,18:58:27,01:04:02,0.95,0.786363636,1.208092486,1.91,19.4,66.6,00:18:36,1.53,9.07,4.37,5.83,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",64.03333333,18.6,5.2,-4.25,21.75,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
7 נוה דרומי,חמישי,2025-11-13,18:58:27,19:50:41,00:52:14,0.55,0.786363636,0.699421965,1.09,11,63.7,00:09:08,3.86,8.48,5.36,6.12,FALSE,שידור חי,7 נוה דרומי,18,4. פריים-טיים 18–21,52.23333333,9.133333333,5.955,-5.405,24.37,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24,חמישי,2025-11-13,19:51:48,21:22:33,01:30:45,0.72,0.786363636,0.915606936,1.23,18.2,76.6,00:21:29,3.93,11.28,5.22,8.15,FALSE,שידור חי,המהדורה המרכזית איי 24,19,4. פריים-טיים 18–21,90.75,21.48333333,7.145,-6.425,29.3,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הערביסטים,חמישי,2025-11-13,21:22:33,22:13:34,00:51:01,0.52,0.786363636,0.661271676,0.83,18.5,55.9,00:13:43,6.68,15.74,4.63,7.52,FALSE,שידור חי,הערביסטים,21,4. פריים-טיים 18–21,51.01666667,13.71666667,8.6425,-8.1225,35.09,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדברים חדשות,חמישי,2025-11-13,22:13:34,22:59:17,00:45:43,0.35,0.786363636,0.445086705,0.62,9.7,36.2,00:11:38,2.85,14.1,3.36,5.94,FALSE,שידור חי,מדברים חדשות,22,5. לילה 22–01,45.71666667,11.63333333,6.5625,-6.2125,26.6,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
תוכנית הלילה איי 24,חמישי,2025-11-13,22:59:17,23:45:17,00:46:00,0.39,0.786363636,0.495953757,0.9,15.2,42.4,00:14:23,2.04,6.83,3.44,3.32,FALSE,שידור חי,תוכנית הלילה איי 24,22,5. לילה 22–01,46,14.38333333,3.9075,-3.5175,16.02,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
7 נוה דרומי ש.ח,חמישי,2025-11-13,23:45:17,"1 day, 0:36:34",00:51:17,0.2,0.786363636,0.25433526,0.65,5.7,25.6,00:11:34,1.13,3.09,2.29,1.63,TRUE,שידור חוזר,7 נוה דרומי,23,5. לילה 22–01,51.28333333,11.56666667,2.035,-1.835,8.34,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,חמישי,2025-11-13,"1 day, 0:36:34","1 day, 1:38:13",01:01:39,0.24,0.786363636,0.305202312,1.11,4.8,14.4,00:20:19,0.5,1.45,0.45,0.92,TRUE,שידור חוזר,מדד גלבוע,24,5. לילה 22–01,61.65,20.31666667,0.83,-0.59,3.56,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הערביסטים ש.ח,חמישי,2025-11-13,"1 day, 1:38:13","1 day, 1:59:59",00:21:46,0.72,0.786363636,0.915606936,3.75,15.5,18.1,00:18:51,0.12,1.23,0.34,0.55,TRUE,שידור חוזר,הערביסטים,25,5. לילה 22–01,21.76666667,18.85,0.56,0.16,2.96,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הערביסטים ש.ח,שישי,2025-11-14,02:00:00,02:26:44,00:26:44,0.78,0.786363636,0.991907514,4.29,17.7,22.6,00:21:05,0.12,1.48,0.35,0.4,TRUE,שידור חוזר,הערביסטים,2,6. לילה מאוחר 02–05,26.73333333,21.08333333,0.5875,0.1925,3.13,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24 ש.ח,שישי,2025-11-14,02:26:44,03:54:51,01:28:07,0.74,0.786363636,0.941040462,4.85,16.7,23.6,01:02:35,0.17,0.94,0.08,0.09,TRUE,שידור חוזר,המהדורה המרכזית איי 24,2,6. לילה מאוחר 02–05,88.11666667,62.58333333,0.32,0.42,2.02,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
7 נוה דרומי ש.ח,שישי,2025-11-14,03:54:51,04:32:09,00:37:18,0.49,0.786363636,0.623121387,3.8,10.3,10.3,00:37:00,0.16,0.79,0.09,0,TRUE,שידור חוזר,7 נוה דרומי,3,6. לילה מאוחר 02–05,37.3,37,0.26,0.23,1.53,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הערביסטים ש.ח,שישי,2025-11-14,04:32:09,05:17:40,00:45:31,0.23,0.786363636,0.292485549,2.27,5,15.3,00:14:53,0.24,0.91,0.15,0.19,TRUE,שידור חוזר,הערביסטים,4,6. לילה מאוחר 02–05,45.51666667,14.88333333,0.3725,-0.1425,1.72,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדברים חדשות ש.ח,שישי,2025-11-14,05:17:40,06:01:11,00:43:31,0.02,0.786363636,0.025433526,0.16,0.3,12.6,00:01:00,0.24,1.16,0.54,0.46,TRUE,שידור חוזר,מדברים חדשות,5,6. לילה מאוחר 02–05,43.51666667,1,0.6,-0.58,2.42,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,שישי,2025-11-14,06:01:11,07:00:00,00:58:49,0.01,0.786363636,0.012716763,0.08,0.4,6.4,00:03:54,0.21,2.12,1.52,1.12,TRUE,שידור חוזר,מדד גלבוע,6,1. בוקר 06–09,58.81666667,3.9,1.2425,-1.2325,4.98,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,07:00:00,07:10:00,00:10:00,0.01,0.786363636,0.012716763,0.05,0.2,2.5,00:01:00,0.13,3.88,2.26,1.32,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,10,1,1.8975,-1.8875,7.6,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הסיפורים הגדולים לקט,שישי,2025-11-14,07:10:00,08:00:00,00:50:00,0.06,0.786363636,0.076300578,0.33,1.1,5.4,00:09:56,0.19,4.75,2.22,1.74,TRUE,לקט,הסיפורים הגדולים לקט,7,1. בוקר 06–09,50,9.933333333,2.225,-2.165,8.96,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,08:00:00,08:10:00,00:10:00,0.24,0.786363636,0.305202312,1.15,4.3,7.3,00:05:57,0.39,3.67,2.78,2.16,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,10,5.95,2.25,-2.01,9.24,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע לקט,שישי,2025-11-14,08:10:00,08:56:00,00:46:00,0.2,0.786363636,0.25433526,0.88,3.7,7.7,00:22:00,0.54,3.81,2.78,2.45,TRUE,לקט,מדד גלבוע לקט,8,1. בוקר 06–09,46,22,2.395,-2.195,9.78,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,09:00:00,09:27:00,00:27:00,0.07,0.786363636,0.089017341,0.29,1.4,0,00:00:00,0.47,4.14,2.93,2.97,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,27,0,2.6275,-2.5575,10.58,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שישי,2025-11-14,09:30:00,09:57:00,00:27:00,0.49,0.786363636,0.623121387,1.89,13.3,26.9,00:10:12,0.64,3.25,2.93,2.49,TRUE,שידור חוזר,חדר החדשות איי 24,9,1. בוקר 06–09,27,10.2,2.3275,-1.8375,9.8,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,10:00:00,10:27:00,00:27:00,0.48,0.786363636,0.610404624,1.71,9.7,8.1,00:21:57,0.96,2.8,2.71,2.79,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,27,21.95,2.315,-1.835,9.74,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
השורה התחתונה איי 24 ש.ח,שישי,2025-11-14,10:30:00,10:51:25,00:21:25,0.55,0.786363636,0.699421965,1.92,11.4,11.6,00:15:01,1.31,2.88,2.62,2.41,TRUE,שידור חוזר,השורה התחתונה איי 24,10,2. צהריים 10–13,21.41666667,15.01666667,2.305,-1.755,9.77,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
פילר,שישי,2025-11-14,10:51:25,10:55:55,00:04:30,0.54,0.786363636,0.686705202,1.89,11.2,8.1,00:05:00,0.9,2.98,2.42,2.1,FALSE,שידור חי,פילר,10,2. צהריים 10–13,4.5,5,2.1,-1.56,8.94,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,11:00:00,11:27:00,00:27:00,0.94,0.786363636,1.195375723,3.25,20.7,31.4,00:15:08,0.83,3.25,3,1.33,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,27,15.13333333,2.1025,-1.1625,9.35,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שישי,2025-11-14,11:30:00,11:57:00,00:27:00,0.82,0.786363636,1.042774566,2.72,18.7,19.8,00:21:11,0.65,2.42,2.26,1.13,TRUE,שידור חוזר,חדר החדשות איי 24,11,2. צהריים 10–13,27,21.18333333,1.615,-0.795,7.28,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,12:00:00,12:27:00,00:27:00,1.15,0.786363636,1.462427746,3.57,27.7,38.7,00:17:08,0.74,2.09,1.52,1.08,FALSE,שידור חי,חדר החדשות איי 24,12,2. צהריים 10–13,27,17.13333333,1.3575,-0.2075,6.58,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שישי,2025-11-14,12:30:00,12:57:00,00:27:00,0.86,0.786363636,1.093641618,2.48,19.6,18,00:24:34,0.56,2.01,1.28,1.32,TRUE,שידור חוזר,חדר החדשות איי 24,12,2. צהריים 10–13,27,24.56666667,1.2925,-0.4325,6.03,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,13:00:00,13:26:00,00:26:00,1.02,0.786363636,1.297109827,2.72,21.2,40.4,00:13:40,0.7,2.38,1.07,1.82,FALSE,שידור חי,חדר החדשות איי 24,13,2. צהריים 10–13,26,13.66666667,1.4925,-0.4725,6.99,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שישי,2025-11-14,13:30:00,13:56:00,00:26:00,1.2,0.786363636,1.526011561,3.04,23.6,25.2,00:20:44,1.11,3.14,0.63,1.4,TRUE,שידור חוזר,חדר החדשות איי 24,13,2. צהריים 10–13,26,20.73333333,1.57,-0.37,7.48,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,14:00:00,14:27:00,00:27:00,0.41,0.786363636,0.521387283,1.01,8.8,13.5,00:17:39,1.12,3.41,0.79,1.69,FALSE,שידור חי,חדר החדשות איי 24,14,"3. אחה""צ 14–17",27,17.65,1.7525,-1.3425,7.42,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שישי,2025-11-14,14:30:00,14:57:00,00:27:00,0.81,0.786363636,1.030057803,1.85,19.9,35.9,00:14:58,1.57,4.84,0.7,2.1,TRUE,שידור חוזר,חדר החדשות איי 24,14,"3. אחה""צ 14–17",27,14.96666667,2.3025,-1.4925,10.02,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שישי,2025-11-14,15:00:00,15:10:02,00:10:02,0.87,0.786363636,1.106358382,1.97,20.1,25.5,00:07:53,1.29,4.17,0.84,1.79,FALSE,שידור חי,חדר החדשות איי 24,15,"3. אחה""צ 14–17",10.03333333,7.883333333,2.0225,-1.1525,8.96,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הערביסטים ש.ח,שישי,2025-11-14,15:10:02,16:00:00,00:49:58,0.49,0.786363636,0.623121387,1.09,12.1,35.3,00:17:04,1.22,5.63,1.35,1.1,TRUE,שידור חוזר,הערביסטים,15,"3. אחה""צ 14–17",49.96666667,17.06666667,2.325,-1.835,9.79,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
"חדר החדשות איי 24 ת""ט",שישי,2025-11-14,16:00:00,17:26:26,01:26:26,0.24,0.786363636,0.305202312,0.56,5.3,27.1,00:16:54,1.61,7.36,2.16,0,FALSE,שידור חי,"חדר החדשות איי 24 ת""ט",16,"3. אחה""צ 14–17",86.43333333,16.9,2.7825,-2.5425,11.37,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
"מדד גלבוע לקט ת""ט",שישי,2025-11-14,17:30:04,17:57:00,00:26:56,0.31,0.786363636,0.394219653,0.69,6.4,37,00:04:02,2.15,8.76,2.9,0,TRUE,לקט,"מדד גלבוע לקט ת""ט",17,"3. אחה""צ 14–17",26.93333333,4.033333333,3.4525,-3.1425,14.12,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
"המהדורה המוקדמת איי 24 ת""ט",שישי,2025-11-14,17:57:00,19:52:01,01:55:01,1.1,0.786363636,1.398843931,2.51,23.3,99,00:25:32,2.19,8.59,3.33,0,FALSE,שידור חי,"המהדורה המוקדמת איי 24 ת""ט",17,"3. אחה""צ 14–17",115.0166667,25.53333333,3.5275,-2.4275,15.21,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
קבינט שישי,שישי,2025-11-14,19:52:01,21:56:02,02:04:01,2.92,0.786363636,3.713294798,6.04,74.8,145.3,00:56:30,2.35,11.75,2.35,0,FALSE,שידור חי,קבינט שישי,19,4. פריים-טיים 18–21,124.0166667,56.5,4.1125,-1.1925,19.37,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
7 שרון גל לקט,שישי,2025-11-14,22:02:02,22:52:02,00:50:00,0.89,0.786363636,1.131791908,1.89,16.7,46.9,00:17:50,4.2,9.41,2.53,0,TRUE,לקט,7 שרון גל לקט,22,5. לילה 22–01,50,17.83333333,4.035,-3.145,17.03,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
תוכנית הלילה איי 24 ש.ח,שישי,2025-11-14,22:57:32,23:42:32,00:45:00,0.63,0.786363636,0.801156069,1.59,10.5,25.4,00:18:32,2.58,4.62,3.28,0,TRUE,שידור חוזר,תוכנית הלילה איי 24,22,5. לילה 22–01,45,18.53333333,2.62,-1.99,11.11,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 לקט,שישי,2025-11-14,23:42:32,"1 day, 0:32:32",00:50:00,0.85,0.786363636,1.080924855,2.71,15.8,33.5,00:23:36,1.08,2.79,1,0,TRUE,לקט,הישראלים איי 24 לקט,23,5. לילה 22–01,50,23.6,1.2175,-0.3675,5.72,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע לקט,שישי,2025-11-14,"1 day, 0:32:32","1 day, 1:22:32",00:50:00,0.94,0.786363636,1.195375723,3.79,17.8,25.1,00:35:23,1.14,1.91,0.75,0,TRUE,לקט,מדד גלבוע לקט,24,5. לילה 22–01,50,35.38333333,0.95,-0.01,4.74,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
המהדורה המוקדמת איי 24 ש.ח,שישי,2025-11-14,"1 day, 1:22:32","1 day, 1:59:59",00:37:27,0.76,0.786363636,0.966473988,3.58,14.5,31.1,00:17:16,1,1.32,0.64,0,TRUE,שידור חוזר,המהדורה המוקדמת איי 24,25,5. לילה 22–01,37.45,17.26666667,0.74,0.02,3.72,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,FALSE
המהדורה המוקדמת איי 24 ש.ח,שבת,2025-11-15,02:00:00,03:12:39,01:12:39,0.29,0.786363636,0.368786127,2.28,6.1,9.2,00:48:23,0.46,1.18,0.22,0,TRUE,שידור חוזר,המהדורה המוקדמת איי 24,2,6. לילה מאוחר 02–05,72.65,48.38333333,0.465,-0.175,2.15,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
קבינט שישי ש.ח,שבת,2025-11-15,03:12:39,05:17:18,02:04:39,0.37,0.786363636,0.470520231,4.34,7.9,21,00:46:27,0.06,0.82,0.19,0,TRUE,שידור חוזר,קבינט שישי,3,6. לילה מאוחר 02–05,124.65,46.45,0.2675,0.1025,1.44,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
פילר,שבת,2025-11-15,05:17:18,05:21:38,00:04:20,0.18,0.786363636,0.228901734,2.33,4.5,4.5,00:05:00,0,0.54,0.26,0,FALSE,שידור חי,פילר,5,6. לילה מאוחר 02–05,4.333333333,5,0.2,-0.02,0.98,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
המהדורה המוקדמת איי 24 ש.ח,שבת,2025-11-15,05:21:38,07:07:25,01:45:47,0.21,0.786363636,0.267052023,2.78,4.7,21,00:23:31,0.32,0.45,0.07,0,TRUE,שידור חוזר,המהדורה המוקדמת איי 24,5,6. לילה מאוחר 02–05,105.7833333,23.51666667,0.21,-2.77556E-17,1.05,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
קבינט שישי ש.ח,שבת,2025-11-15,07:07:25,09:17:54,02:10:29,0.41,0.786363636,0.521387283,2.5,7.4,48.7,00:20:01,0.73,1.27,0.13,0,TRUE,שידור חוזר,קבינט שישי,7,1. בוקר 06–09,130.4833333,20.01666667,0.5325,-0.1225,2.54,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
מדד גלבוע לקט,שבת,2025-11-15,09:17:54,10:00:00,00:42:06,0.31,0.786363636,0.394219653,1.26,5.7,16.2,00:14:43,1.2,2.63,0.31,0,TRUE,לקט,מדד גלבוע לקט,9,1. בוקר 06–09,42.1,14.71666667,1.035,-0.725,4.45,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
חדר החדשות איי 24,שבת,2025-11-15,10:00:00,10:09:00,00:09:00,0.72,0.786363636,0.915606936,2.63,13.3,20,00:06:00,1.04,2.55,0.3,0,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,9,6,0.9725,-0.2525,4.61,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
"הנדל""ניסטים ש.ח",שבת,2025-11-15,10:09:00,10:39:17,00:30:17,0.58,0.786363636,0.737572254,1.9,10.7,26.2,00:12:13,0.73,2.47,0.61,0,TRUE,שידור חוזר,"הנדל""ניסטים",10,2. צהריים 10–13,30.28333333,12.21666667,0.9525,-0.3725,4.39,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
השורה התחתונה איי 24 ש.ח,שבת,2025-11-15,10:39:17,11:00:00,00:20:43,0.76,0.786363636,0.966473988,2.43,12.7,26.6,00:10:00,0.85,2.12,0.66,0,TRUE,שידור חוזר,השורה התחתונה איי 24,10,2. צהריים 10–13,20.71666667,10,0.9075,-0.1475,4.39,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
חדר החדשות איי 24,שבת,2025-11-15,11:00:00,11:10:14,00:10:14,0.76,0.786363636,0.966473988,2.38,12.5,16.4,00:07:38,0.88,2.54,0.45,0,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,10.23333333,7.633333333,0.9675,-0.2075,4.63,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
תוכנית הלילה איי 24 ש.ח,שבת,2025-11-15,11:10:14,11:55:30,00:45:16,0.59,0.786363636,0.750289017,1.85,14.2,27.4,00:22:23,1.09,2.02,0.65,0,TRUE,שידור חוזר,תוכנית הלילה איי 24,11,2. צהריים 10–13,45.26666667,22.38333333,0.94,-0.35,4.35,חורף 2025-2026 (עלייה),—,—,—,FALSE,FALSE,TRUE
