שם תוכנית,יום שידור,תאריך שידור,שעת התחלה,שעת סיום,משך תוכנית,רייטינג,reception_pct,רייטינג מותאם,נתח,צופים 4+,חשיפה 4+,משך צפייה,כאן 11,קשת 12,רשת 13,עכשיו 14,is_rerun,סטטוס תוכנית,שם תוכנית_מקור,שעת התחלה_שעה,חלקי-יום,משך תוכנית_דק,משך צפייה_דק,ממוצע מתחרים,יתרון מול מתחרים,HUT proxy,תג_עונה,תג_חג,תג_ביטחוני,אירוע_מיוחד,יום_חג,יום_ביטחוני,שבת
חדר החדשות איי 24,שלישי,2025-05-27,11:00:00,11:57:00,00:57:00,0,0.65,0,0,0,0,00:00:00,0.44,1.36,1.07,2.01,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,57,0,1.22,-1.22,4.88,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-05-27,12:00:00,12:26:59,00:26:59,0.12,0.65,0.184615385,0.65,1.5,2.4,00:17:00,0.47,2.17,1.1,2.45,FALSE,שידור חי,חדר החדשות איי 24,12,2. צהריים 10–13,26.98333333,17,1.5475,-1.4275,6.31,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-05-27,12:29:59,12:56:59,00:27:00,0.04,0.65,0.061538462,0.18,1.4,2.6,00:14:00,0.43,2.51,1.03,2.81,TRUE,שידור חוזר,חדר החדשות איי 24,12,2. צהריים 10–13,27,14,1.695,-1.655,6.82,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-05-27,13:00:00,13:27:01,00:27:01,0.02,0.65,0.030769231,0.08,0.5,6.9,00:01:57,0.35,3.28,1,2.67,FALSE,שידור חי,חדר החדשות איי 24,13,2. צהריים 10–13,27.01666667,1.95,1.825,-1.805,7.32,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-05-27,13:30:00,13:57:00,00:27:00,0,0.65,0,0,0,0,00:00:00,0.41,3.3,1.17,2.8,TRUE,שידור חוזר,חדר החדשות איי 24,13,2. צהריים 10–13,27,0,1.92,-1.92,7.68,—,—,—,—,FALSE,FALSE,FALSE
מהדורת הצהריים,שלישי,2025-05-27,14:00:00,14:57:24,00:57:24,0.14,0.65,0.215384615,0.54,2.8,9.1,00:17:41,0.76,3.39,1.58,3.12,FALSE,שידור חי,מהדורת הצהריים,14,"3. אחה""צ 14–17",57.4,17.68333333,2.2125,-2.0725,8.99,—,—,—,—,FALSE,FALSE,FALSE
מהדורת 15,שלישי,2025-05-27,15:00:00,16:51:09,01:51:09,0.23,0.65,0.353846154,0.74,4.1,35.7,00:12:25,0.49,3.73,0.94,2.95,FALSE,שידור חי,מהדורת 15,15,"3. אחה""צ 14–17",111.15,12.41666667,2.0275,-1.7975,8.34,—,—,—,—,FALSE,FALSE,FALSE
מהדורת חמש איי 24,שלישי,2025-05-27,16:51:09,17:53:41,01:02:32,0.18,0.65,0.276923077,0.49,3.8,29.8,00:08:02,1.15,5.97,1.66,3.56,FALSE,שידור חי,מהדורת חמש איי 24,16,"3. אחה""צ 14–17",62.53333333,8.033333333,3.085,-2.905,12.52,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע,שלישי,2025-05-27,17:54:47,18:59:37,01:04:50,0.49,0.65,0.753846154,1.2,9.3,35.4,00:17:08,1.61,8.14,2.32,4.15,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",64.83333333,17.13333333,4.055,-3.565,16.71,—,—,—,—,FALSE,FALSE,FALSE
7 שרון גל,שלישי,2025-05-27,18:59:37,19:50:45,00:51:08,1.27,0.65,1.953846154,2.67,25.3,66.6,00:19:25,1.72,9.87,4.32,4.74,FALSE,שידור חי,7 שרון גל,18,4. פריים-טיים 18–21,51.13333333,19.41666667,5.1625,-3.8925,21.92,—,—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24,שלישי,2025-05-27,19:51:53,21:16:07,01:24:14,0.98,0.65,1.507692308,1.67,22.9,88.2,00:21:47,3.73,13.42,5.33,7.57,FALSE,שידור חי,המהדורה המרכזית איי 24,19,4. פריים-טיים 18–21,84.23333333,21.78333333,7.5125,-6.5325,31.03,—,—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24,שלישי,2025-05-27,21:16:07,22:29:55,01:13:48,0.78,0.65,1.2,1.09,17.7,53.3,00:24:36,3.61,17.01,16.76,8.19,FALSE,שידור חי,הישראלים איי 24,21,4. פריים-טיים 18–21,73.8,24.6,11.3925,-10.6125,46.35,—,—,—,—,FALSE,FALSE,FALSE
המועדון העסקי,שלישי,2025-05-27,22:29:55,23:00:05,00:30:10,0.06,0.65,0.092307692,0.09,1.2,18.7,00:01:56,2.25,17.21,15.29,5.24,FALSE,שידור חי,המועדון העסקי,22,5. לילה 22–01,30.16666667,1.933333333,9.9975,-9.9375,40.05,—,—,—,—,FALSE,FALSE,FALSE
מדברים חדשות,שלישי,2025-05-27,23:00:05,23:31:17,00:31:12,0.1,0.65,0.153846154,0.2,1.8,8.6,00:06:30,2.15,11.97,12.87,3.7,FALSE,שידור חי,מדברים חדשות,23,5. לילה 22–01,31.2,6.5,7.6725,-7.5725,30.79,—,—,—,—,FALSE,FALSE,FALSE
השורה התחתונה איי 24,שלישי,2025-05-27,23:31:17,23:50:25,00:19:08,0.02,0.65,0.030769231,0.04,0.3,5.9,00:01:00,1.03,7.32,7.28,2.26,FALSE,שידור חי,השורה התחתונה איי 24,23,5. לילה 22–01,19.13333333,1,4.4725,-4.4525,17.91,—,—,—,—,FALSE,FALSE,FALSE
7 שרון גל ש.ח,שלישי,2025-05-27,23:50:25,"1 day, 0:41:11",00:50:46,0.34,0.65,0.523076923,1.23,8.3,17.9,00:22:14,0.57,4.21,2.6,1.12,TRUE,שידור חוזר,7 שרון גל,23,5. לילה 22–01,50.76666667,22.23333333,2.125,-1.785,8.84,—,—,—,—,FALSE,FALSE,FALSE
הערביסטים ש.ח,שלישי,2025-05-27,"1 day, 0:41:11","1 day, 1:26:11",00:45:00,0.56,0.65,0.861538462,2.9,10.9,26.5,00:14:21,0.3,1.68,1.47,0.75,TRUE,שידור חוזר,הערביסטים,24,5. לילה 22–01,45,14.35,1.05,-0.49,4.76,—,—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,שלישי,2025-05-27,"1 day, 1:26:11","1 day, 1:59:59",00:33:48,0.14,0.65,0.215384615,0.82,2.6,5.1,00:01:00,0.2,1.22,1.15,0.74,TRUE,שידור חוזר,הישראלים איי 24,25,5. לילה 22–01,33.8,1,0.8275,-0.6875,3.45,—,—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,רביעי,2025-05-28,02:00:00,02:40:02,00:40:02,0.06,0.65,0.092307692,0.45,1.3,9.2,00:01:00,0.15,0.94,1.01,0.69,TRUE,שידור חוזר,הישראלים איי 24,2,6. לילה מאוחר 02–05,40.03333333,1,0.6975,-0.6375,2.85,—,—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2025-05-28,02:40:02,04:03:33,01:23:31,0.03,0.65,0.046153846,0.27,0.7,9.4,00:05:40,0.07,0.75,0.86,0.44,TRUE,שידור חוזר,המהדורה המרכזית איי 24,2,6. לילה מאוחר 02–05,83.51666667,5.666666667,0.53,-0.5,2.15,—,—,—,—,FALSE,FALSE,FALSE
מדברים חדשות ש.ח,רביעי,2025-05-28,04:03:33,04:25:18,00:21:45,0,0.65,0,0,0,0,00:00:00,0.01,0.97,0.64,0.45,TRUE,שידור חוזר,מדברים חדשות,4,6. לילה מאוחר 02–05,21.75,0,0.5175,-0.5175,2.07,—,—,—,—,FALSE,FALSE,FALSE
המועדון העסקי ש.ח,רביעי,2025-05-28,04:25:18,04:55:22,00:30:04,0,0.65,0,0,0,0,00:00:00,0,0.87,0.64,0.57,TRUE,שידור חוזר,המועדון העסקי,4,6. לילה מאוחר 02–05,30.06666667,0,0.52,-0.52,2.08,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,רביעי,2025-05-28,04:55:22,06:00:00,01:04:38,0.01,0.65,0.015384615,0.14,0.4,5.8,00:05:00,0.23,1.36,0.59,0.82,TRUE,שידור חוזר,מדד גלבוע,4,6. לילה מאוחר 02–05,64.63333333,5,0.75,-0.74,3.01,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,06:00:00,06:10:00,00:10:00,0,0.65,0,0,0,0,00:00:00,0.32,2.93,0.8,1.32,FALSE,שידור חי,חדר החדשות איי 24,6,1. בוקר 06–09,10,0,1.3425,-1.3425,5.37,—,—,—,—,FALSE,FALSE,FALSE
המועדון העסקי לקט,רביעי,2025-05-28,06:10:00,07:00:00,00:50:00,0,0.65,0,0,0,0,00:00:00,0.62,4.01,1.46,1.36,TRUE,לקט,המועדון העסקי לקט,6,1. בוקר 06–09,50,0,1.8625,-1.8625,7.45,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,07:00:00,07:10:00,00:10:00,0,0.65,0,0,0,0,00:00:00,0.6,5.05,2.16,1.16,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,10,0,2.2425,-2.2425,8.97,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע לקט,רביעי,2025-05-28,07:10:00,08:00:00,00:50:00,0.02,0.65,0.030769231,0.13,0.4,4.8,00:04:15,0.64,4.63,1.27,1.51,TRUE,לקט,מדד גלבוע לקט,7,1. בוקר 06–09,50,4.25,2.0125,-1.9925,8.07,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,08:00:00,08:27:00,00:27:00,0.02,0.65,0.030769231,0.1,0.6,4.4,00:04:00,1.22,4.97,1.03,2.08,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,27,4,2.325,-2.305,9.32,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-05-28,08:30:00,08:57:00,00:27:00,0.05,0.65,0.076923077,0.28,0.9,9.3,00:02:46,1.16,4.84,1.01,1.74,TRUE,שידור חוזר,חדר החדשות איי 24,8,1. בוקר 06–09,27,2.766666667,2.1875,-2.1375,8.8,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,09:00:00,09:27:00,00:27:00,0,0.65,0,0,0,0,00:00:00,0.98,4.26,1.18,1.63,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,27,0,2.0125,-2.0125,8.05,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-05-28,09:30:00,09:57:00,00:27:00,0,0.65,0,0,0,0,00:00:00,0.85,4.37,0.97,1.89,TRUE,שידור חוזר,חדר החדשות איי 24,9,1. בוקר 06–09,27,0,2.02,-2.02,8.08,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,10:00:00,10:57:00,00:57:00,0.33,0.65,0.507692308,1.87,6.4,14.7,00:24:46,0.92,3.14,0.76,2.05,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,57,24.76666667,1.7175,-1.3875,7.2,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,11:00:00,11:32:19,00:32:19,0.35,0.65,0.538461538,2.07,6.7,9.2,00:23:24,0.66,2.55,0.5,2.04,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,32.31666667,23.4,1.4375,-1.0875,6.1,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-05-28,11:35:19,11:57:00,00:21:41,0.16,0.65,0.246153846,0.84,2.9,2.9,00:22:00,0.56,2.52,0.29,1.84,TRUE,שידור חוזר,חדר החדשות איי 24,11,2. צהריים 10–13,21.68333333,22,1.3025,-1.1425,5.37,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,12:00:00,12:27:00,00:27:00,0.24,0.65,0.369230769,1.28,4.5,7.6,00:16:07,0.36,2.55,1.05,1.77,FALSE,שידור חי,חדר החדשות איי 24,12,2. צהריים 10–13,27,16.11666667,1.4325,-1.1925,5.97,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-05-28,12:30:00,12:57:00,00:27:00,0.41,0.65,0.630769231,1.92,8.4,10.1,00:22:36,0.48,2.94,1.26,2.47,TRUE,שידור חוזר,חדר החדשות איי 24,12,2. צהריים 10–13,27,22.6,1.7875,-1.3775,7.56,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-05-28,13:00:00,13:27:00,00:27:00,0.18,0.65,0.276923077,0.85,3.8,5,00:20:25,0.58,3.45,0.78,2.49,FALSE,שידור חי,חדר החדשות איי 24,13,2. צהריים 10–13,27,20.41666667,1.825,-1.645,7.48,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-05-28,13:30:00,13:57:00,00:27:00,0.17,0.65,0.261538462,0.75,3.1,7.5,00:11:07,0.61,3,1.64,2.21,TRUE,שידור חוזר,חדר החדשות איי 24,13,2. צהריים 10–13,27,11.11666667,1.865,-1.695,7.63,—,—,—,—,FALSE,FALSE,FALSE
מהדורת הצהריים,רביעי,2025-05-28,14:00:00,14:57:03,00:57:03,0.38,0.65,0.584615385,1.43,7.2,16.7,00:24:32,0.54,2.97,1.44,2.05,FALSE,שידור חי,מהדורת הצהריים,14,"3. אחה""צ 14–17",57.05,24.53333333,1.75,-1.37,7.38,—,—,—,—,FALSE,FALSE,FALSE
מהדורת 15,רביעי,2025-05-28,15:00:00,16:49:23,01:49:23,0.39,0.65,0.6,1.2,8.3,53.2,00:16:59,0.77,4.98,1.31,3.01,FALSE,שידור חי,מהדורת 15,15,"3. אחה""צ 14–17",109.3833333,16.98333333,2.5175,-2.1275,10.46,—,—,—,—,FALSE,FALSE,FALSE
מהדורת חמש איי 24,רביעי,2025-05-28,16:49:23,17:53:45,01:04:22,0.42,0.65,0.646153846,1.17,7.5,26.8,00:18:17,1.71,5.49,1.63,3.49,FALSE,שידור חי,מהדורת חמש איי 24,16,"3. אחה""צ 14–17",64.36666667,18.28333333,3.08,-2.66,12.74,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע,רביעי,2025-05-28,17:54:53,18:59:29,01:04:36,0.32,0.65,0.492307692,0.79,4.3,29.9,00:09:13,1.63,7.7,1.87,3.81,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",64.6,9.216666667,3.7525,-3.4325,15.33,—,—,—,—,FALSE,FALSE,FALSE
7 שרון גל,רביעי,2025-05-28,18:59:29,19:51:40,00:52:11,0.36,0.65,0.553846154,0.81,7.9,47.1,00:08:56,3.28,8.37,3.84,3.93,FALSE,שידור חי,7 שרון גל,18,4. פריים-טיים 18–21,52.18333333,8.933333333,4.855,-4.495,19.78,—,—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24,רביעי,2025-05-28,19:52:46,21:15:56,01:23:10,0.81,0.65,1.246153846,1.42,20.2,81.7,00:20:30,3.88,14.32,6.1,7.38,FALSE,שידור חי,המהדורה המרכזית איי 24,19,4. פריים-טיים 18–21,83.16666667,20.5,7.92,-7.11,32.49,—,—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24,רביעי,2025-05-28,21:15:56,22:30:09,01:14:13,0.49,0.65,0.753846154,0.73,12.4,33.6,00:27:20,3.48,16.27,16.9,7.18,FALSE,שידור חי,הישראלים איי 24,21,4. פריים-טיים 18–21,74.21666667,27.33333333,10.9575,-10.4675,44.32,—,—,—,—,FALSE,FALSE,FALSE
המועדון העסקי,רביעי,2025-05-28,22:30:09,23:01:15,00:31:06,0.37,0.65,0.569230769,0.62,7.8,24.1,00:10:02,2.66,14.15,13.34,4.29,FALSE,שידור חי,המועדון העסקי,22,5. לילה 22–01,31.1,10.03333333,8.61,-8.24,34.81,—,—,—,—,FALSE,FALSE,FALSE
מדברים חדשות,רביעי,2025-05-28,23:01:15,23:32:50,00:31:35,0.23,0.65,0.353846154,0.52,8.1,21.1,00:12:17,2.01,8.06,6.38,3.45,FALSE,שידור חי,מדברים חדשות,23,5. לילה 22–01,31.58333333,12.28333333,4.975,-4.745,20.13,—,—,—,—,FALSE,FALSE,FALSE
7 שרון גל ש.ח,רביעי,2025-05-28,23:32:50,"1 day, 0:24:40",00:51:50,0.3,0.65,0.461538462,0.91,5.3,24,00:10:43,0.5,5.53,2.88,1.82,TRUE,שידור חוזר,7 שרון גל,23,5. לילה 22–01,51.83333333,10.71666667,2.6825,-2.3825,11.03,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,רביעי,2025-05-28,"1 day, 0:24:40","1 day, 1:29:01",01:04:21,0.11,0.65,0.169230769,0.51,2.1,7.1,00:18:33,0.24,2.4,0.53,0.88,TRUE,שידור חוזר,מדד גלבוע,24,5. לילה 22–01,64.35,18.55,1.0125,-0.9025,4.16,—,—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,רביעי,2025-05-28,"1 day, 1:29:01","1 day, 1:59:59",00:30:58,0,0.65,0,0,0,0,00:00:00,0.29,1.17,0.47,0.82,TRUE,שידור חוזר,הישראלים איי 24,25,5. לילה 22–01,30.96666667,0,0.6875,-0.6875,2.75,—,—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,חמישי,2025-05-29,02:00:00,02:43:07,00:43:07,0,0.65,0,0,0,0,00:00:00,0.29,1.03,0.76,0.51,TRUE,שידור חוזר,הישראלים איי 24,2,6. לילה מאוחר 02–05,43.11666667,0,0.6475,-0.6475,2.59,—,—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24 ש.ח,חמישי,2025-05-29,02:43:07,04:06:02,01:22:55,0.01,0.65,0.015384615,0.12,0.4,7.8,00:03:50,0.16,0.68,0.83,0.64,TRUE,שידור חוזר,המהדורה המרכזית איי 24,2,6. לילה מאוחר 02–05,82.91666667,3.833333333,0.5775,-0.5675,2.32,—,—,—,—,FALSE,FALSE,FALSE
המועדון העסקי ש.ח,חמישי,2025-05-29,04:06:02,04:24:06,00:18:04,0,0.65,0,0,0,0,00:00:00,0.15,0.47,1.09,0.78,TRUE,שידור חוזר,המועדון העסקי,4,6. לילה מאוחר 02–05,18.06666667,0,0.6225,-0.6225,2.49,—,—,—,—,FALSE,FALSE,FALSE
מדברים חדשות ש.ח,חמישי,2025-05-29,04:24:06,04:55:39,00:31:33,0.11,0.65,0.169230769,1.19,4.1,6.9,00:09:42,0.15,0.45,0.54,0.82,TRUE,שידור חוזר,מדברים חדשות,4,6. לילה מאוחר 02–05,31.55,9.7,0.49,-0.38,2.07,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,חמישי,2025-05-29,04:55:39,06:00:00,01:04:21,0.18,0.65,0.276923077,1.94,6.5,5.3,00:39:58,0.1,0.97,0.2,0.8,TRUE,שידור חוזר,מדד גלבוע,4,6. לילה מאוחר 02–05,64.35,39.96666667,0.5175,-0.3375,2.25,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,06:00:00,06:11:04,00:11:04,0.17,0.65,0.261538462,1.61,6.3,3.2,00:11:00,0.27,1.87,0.47,1.52,FALSE,שידור חי,חדר החדשות איי 24,6,1. בוקר 06–09,11.06666667,11,1.0325,-0.8625,4.3,—,—,—,—,FALSE,FALSE,FALSE
המועדון העסקי לקט,חמישי,2025-05-29,06:11:04,07:00:00,00:48:56,0.08,0.65,0.123076923,0.63,2.8,10.8,00:07:16,0.23,3.09,0.89,2.17,TRUE,לקט,המועדון העסקי לקט,6,1. בוקר 06–09,48.93333333,7.266666667,1.595,-1.515,6.46,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,07:00:00,07:10:11,00:10:11,0,0.65,0,0,0,0,00:00:00,0.35,4.29,1.87,1.87,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,10.18333333,0,2.095,-2.095,8.38,—,—,—,—,FALSE,FALSE,FALSE
הסיפורים הגדולים,חמישי,2025-05-29,07:10:11,08:00:00,00:49:49,0.09,0.65,0.138461538,0.5,1.7,12,00:05:16,0.91,4.69,1.46,2.23,FALSE,שידור חי,הסיפורים הגדולים,7,1. בוקר 06–09,49.81666667,5.266666667,2.3225,-2.2325,9.38,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,08:00:00,08:27:00,00:27:00,0.01,0.65,0.015384615,0.06,0.3,7.3,00:01:00,0.9,5.64,1.74,2.56,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,27,1,2.71,-2.7,10.85,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-05-29,08:30:00,08:57:00,00:27:00,0.12,0.65,0.184615385,0.66,1.8,7.7,00:06:13,0.93,4.83,1.06,2.35,TRUE,שידור חוזר,חדר החדשות איי 24,8,1. בוקר 06–09,27,6.216666667,2.2925,-2.1725,9.29,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,09:00:00,09:27:01,00:27:01,0.06,0.65,0.092307692,0.3,1.6,7.3,00:05:54,1.21,5.13,1.56,2.08,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,27.01666667,5.9,2.495,-2.435,10.04,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-05-29,09:30:00,09:57:00,00:27:00,0.01,0.65,0.015384615,0.03,0,1.3,00:01:00,1.27,6.22,1.23,1.48,TRUE,שידור חוזר,חדר החדשות איי 24,9,1. בוקר 06–09,27,1,2.55,-2.54,10.21,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,10:00:00,10:27:00,00:27:00,0.04,0.65,0.061538462,0.22,0.8,11.3,00:02:01,1.18,5.25,0.81,1.39,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,27,2.016666667,2.1575,-2.1175,8.67,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-05-29,10:30:00,10:57:00,00:27:00,0.04,0.65,0.061538462,0.2,0.7,5.3,00:03:19,0.78,4.39,0.89,1.38,TRUE,שידור חוזר,חדר החדשות איי 24,10,2. צהריים 10–13,27,3.316666667,1.86,-1.82,7.48,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,11:00:00,11:27:00,00:27:00,0.01,0.65,0.015384615,0.07,0.3,4.1,00:02:15,0.93,2.79,1.12,1.54,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,27,2.25,1.595,-1.585,6.39,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-05-29,11:30:00,11:57:00,00:27:00,0.06,0.65,0.092307692,0.28,2.8,5.3,00:14:23,0.97,2.86,0.92,1.57,TRUE,שידור חוזר,חדר החדשות איי 24,11,2. צהריים 10–13,27,14.38333333,1.58,-1.52,6.38,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,12:00:00,12:27:00,00:27:00,0.21,0.65,0.323076923,1,8.9,23.3,00:10:21,0.53,3.53,0.53,1.41,FALSE,שידור חי,חדר החדשות איי 24,12,2. צהריים 10–13,27,10.35,1.5,-1.29,6.21,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-05-29,12:30:00,12:57:00,00:27:00,0,0.65,0,0,0,0,00:00:00,0.42,3.61,0.63,1.57,TRUE,שידור חוזר,חדר החדשות איי 24,12,2. צהריים 10–13,27,0,1.5575,-1.5575,6.23,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,חמישי,2025-05-29,13:00:00,13:27:00,00:27:00,0,0.65,0,0,0,0,00:00:00,0.92,3.91,0.63,1.89,FALSE,שידור חי,חדר החדשות איי 24,13,2. צהריים 10–13,27,0,1.8375,-1.8375,7.35,—,—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,חמישי,2025-05-29,13:30:00,13:57:00,00:27:00,0.14,0.65,0.215384615,0.51,1.9,6.5,00:07:51,0.72,4.37,1.05,1.78,TRUE,שידור חוזר,חדר החדשות איי 24,13,2. צהריים 10–13,27,7.85,1.98,-1.84,8.06,—,—,—,—,FALSE,FALSE,FALSE
מהדורת הצהריים,חמישי,2025-05-29,14:00:00,14:57:24,00:57:24,0.06,0.65,0.092307692,0.19,1.1,9.6,00:06:27,0.6,4.03,1.21,2.23,FALSE,שידור חי,מהדורת הצהריים,14,"3. אחה""צ 14–17",57.4,6.45,2.0175,-1.9575,8.13,—,—,—,—,FALSE,FALSE,FALSE
מהדורת 15,חמישי,2025-05-29,15:00:00,16:50:02,01:50:02,0.09,0.65,0.138461538,0.26,2.6,26.2,00:10:46,0.51,4.87,1.3,2.45,FALSE,שידור חי,מהדורת 15,15,"3. אחה""צ 14–17",110.0333333,10.76666667,2.2825,-2.1925,9.22,—,—,—,—,FALSE,FALSE,FALSE
מהדורת חמש איי 24,חמישי,2025-05-29,16:50:02,17:54:00,01:03:58,0.38,0.65,0.584615385,0.94,12.3,38.3,00:20:28,0.97,6.78,1.73,3.73,FALSE,שידור חי,מהדורת חמש איי 24,16,"3. אחה""צ 14–17",63.96666667,20.46666667,3.3025,-2.9225,13.59,—,—,—,—,FALSE,FALSE,FALSE
מדד גלבוע,חמישי,2025-05-29,17:55:08,18:58:39,01:03:31,0.87,0.65,1.338461538,2.01,20.3,37.3,00:34:51,1.73,8.06,2.8,3.76,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",63.51666667,34.85,4.0875,-3.2175,17.22,—,—,—,—,FALSE,FALSE,FALSE
7 שרון גל,חמישי,2025-05-29,18:58:39,19:50:58,00:52:19,0.9,0.65,1.384615385,1.87,22,59.5,00:19:11,2.98,9.01,5.32,3.27,FALSE,שידור חי,7 שרון גל,18,4. פריים-טיים 18–21,52.31666667,19.18333333,5.145,-4.245,21.48,—,—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24,חמישי,2025-05-29,19:52:04,21:17:21,01:25:17,0.78,0.65,1.2,1.4,20.9,70.5,00:25:15,3.18,10.28,4.51,6.18,FALSE,שידור חי,המהדורה המרכזית איי 24,19,4. פריים-טיים 18–21,85.28333333,25.25,6.0375,-5.2575,24.93,—,—,—,—,FALSE,FALSE,FALSE
